name,Apo_Our_RMSD,Apo_Our_TM,Apo_Our_SS_Acc,Apo_Base_RMSD,Apo_Base_TM,Apo_Base_SS_Acc,Holo_Our_RMSD,Holo_Our_TM,Holo_Our_SS_Acc,Holo_Base_RMSD,Holo_Base_TM,Holo_Base_SS_Acc
4qhf.A.pdb,1.1063455485731573,,99.07407407407408,,,0.0,1.6100810830202705,,74.07407407407408,,,0.0
4rwn.A.pdb,2.227312093275475,,90.22988505747126,2.645420273536287,,85.0574712643678,2.8649093219418225,,86.70520231213872,2.675273931364234,,81.79190751445087
4uv2.D.pdb,3.279396419776859,,74.235807860262,4.024616674356328,,69.43231441048034,1.6527939164545014,,45.5026455026455,3.714276291255114,,39.15343915343915
4y0m.J.pdb,1.6418847786887083,,87.3170731707317,2.6905059669798477,,73.65853658536585,1.5335947395505194,,56.18556701030927,2.451060057934829,,52.0618556701031
4zrb.C.pdb,1.0461340790780156,,93.44262295081968,1.1986718788029345,,95.90163934426229,1.120285030101317,,59.83606557377048,1.0830192943989438,,57.377049180327866
5ly6.B.pdb,5.264564655045379,,50.0,4.221665380513857,,57.02127659574469,5.33827616567589,,39.361702127659576,4.605507616530792,,35.319148936170215
5c1v.A.pdb,1.0651542541276302,,96.51898734177216,0.9036482990550404,,97.46835443037975,1.5464469163268886,,71.06109324758843,1.284994832835096,,72.66881028938906
5flu.E.pdb,2.0726858538660458,,91.35802469135803,2.465236917563555,,85.18518518518519,3.2054082046943093,,49.35064935064935,3.4598853026809517,,50.649350649350644
5hmg.A.pdb,5.48445830453331,,55.35168195718656,5.3205691575480625,,52.29357798165138,5.5468118263516715,,52.515723270440255,5.378269825569428,,52.83018867924528
5i2m.A.pdb,6.115770940624575,,46.32352941176471,6.48949919566098,,43.872549019607845,6.996954703120215,,50.0,6.725825925370791,,50.49019607843137
5jzh.A.pdb,5.4421079986538325,,50.35460992907801,6.465986811932323,,54.60992907801418,6.048263755308011,,49.1725768321513,5.862042963624797,,52.00945626477541
5keq.F.pdb,6.8977903167317365,,57.6271186440678,7.408994712015259,,55.50847457627118,6.915631030296588,,47.25274725274725,7.385262254376038,,46.81318681318681
5l35.D.pdb,3.5584960605283644,,80.04750593824228,5.880688794124833,,57.24465558194775,4.054660309826607,,78.14726840855107,5.766925651745278,,58.19477434679335
3r9j.C.pdb,1.6603895558817774,,73.91304347826086,,,0.0,2.136297683544677,,28.985507246376812,,,0.0
1cee.B.pdb,3.199590509686928,,75.86206896551724,3.2170363039894236,,75.86206896551724,2.6509979921975884,,68.96551724137932,2.6534861920261217,,55.172413793103445
2h44.A.pdb,1.5486382496574367,,89.84615384615384,1.2464406968186803,,90.46153846153845,1.893654864077364,,88.7459807073955,1.6553617754291736,,89.38906752411575
2grm.B.pdb,3.8085485892366635,,87.26114649681529,3.666267049697459,,89.49044585987261,3.6644304159911076,,65.66666666666666,3.39918525456503,,61.0
2c1v.B.pdb,1.6788762661490206,,93.7125748502994,2.2294596084070664,,89.82035928143712,2.8373780884989883,,52.88753799392098,2.9657127142189026,,51.975683890577514
3kds.G.pdb,3.9147626002909712,,93.64705882352942,2.894192188751222,,85.1764705882353,2.884002412557237,,57.00712589073633,2.196804159601027,,55.819477434679335
2ged.B.pdb,1.9882710432804898,,83.33333333333334,2.5814239648332387,,75.92592592592592,1.8185587156171281,,27.160493827160497,2.1149361909967213,,32.71604938271605
2lel.A.pdb,2.747609670174703,,60.27397260273973,3.0774740430958363,,68.4931506849315,1.879933023035788,,75.34246575342466,2.254803481350797,,69.86301369863014
2lv1.A.pdb,3.7697308762143837,,80.82191780821918,2.826525829621649,,77.3972602739726,3.5969516644331256,,98.33333333333333,3.2254086479487127,,90.0
2kkw.A.pdb,4.705173763093829,,42.44604316546763,3.5609263081298126,,75.53956834532374,3.7954785671100857,,94.96402877697841,4.201195635810017,,56.11510791366906
1iyt.A.pdb,3.195894256120806,,26.82926829268293,1.7235065304498312,,17.073170731707318,2.386328290034292,,100.0,3.393931491178078,,80.48780487804879
2mwf.A.pdb,1.7096400742492637,,87.09677419354838,1.8896438173756378,,90.32258064516128,2.915831049202529,,61.29032258064516,2.409765108786706,,58.06451612903227
1jfk.A.pdb,3.0515454450372426,,84.21052631578947,3.8115923809936274,,73.68421052631578,1.3958178927974347,,87.5,1.9708771738057134,,73.4375
2p3v.D.pdb,1.2994989530995567,,92.09486166007905,1.8715774006657708,,88.14229249011858,1.033253102241389,,94.86166007905138,1.9279359604310542,,85.7707509881423
5jyt.A.pdb,2.60292238380646,,79.04761904761905,2.292840510424985,,74.28571428571429,2.834878200207419,,50.0,3.0223365738436585,,59.61538461538462
3g0h.A.pdb,2.6779696226098912,,92.62899262899262,3.0803967619560195,,89.92628992628993,4.049385632144947,,60.24691358024692,3.0962065485329875,,61.97530864197531
2vfx.L.pdb,1.4682018773563803,,96.03960396039604,1.5820929107813164,,94.05940594059405,2.386294947916452,,32.0855614973262,2.3424430767401185,,33.68983957219251
3j9c.A.pdb,6.4234406360710175,,41.943127962085306,6.3094552924359615,,50.947867298578196,6.609672036470829,,46.91943127962085,5.432703816062935,,46.91943127962085
3njq.A.pdb,1.884547428788179,,84.57446808510637,,,0.0,2.389049084982298,,61.702127659574465,,,0.0
3t1p.A.pdb,2.4157750292260376,,86.48648648648648,2.244719059901275,,82.43243243243244,2.2516838969239594,,38.91891891891892,2.274404858865312,,42.7027027027027
4ow6.B.pdb,6.400004978468322,,53.38809034907598,6.734570327952333,,53.59342915811088,6.190704140953522,,41.68377823408625,7.002999207672712,,42.71047227926078
4b3o.B.pdb,4.914416270985119,,80.92909535452323,4.636485700106707,,71.88264058679707,4.046452433884883,,42.053789731051346,3.5897410437087838,,45.2322738386308
4dxt.A.pdb,1.9601890138618507,,90.35532994923858,2.308347321751923,,86.29441624365482,1.9259718376033512,,63.77551020408164,2.5264699105758277,,60.71428571428571
4g0d.Z.pdb,1.2354014881316344,,100.0,1.4265540276201556,,86.36363636363636,1.8876929232124433,,54.54545454545454,1.8892129382844114,,40.909090909090914
2lep.A.pdb,1.7141671489007015,,91.93548387096774,1.7553206442646339,,98.38709677419355,1.5103482163961446,,53.225806451612904,1.6221193448186515,,46.774193548387096
4rmb.B.pdb,3.2352914281336322,,68.18181818181817,4.060773243195952,,68.18181818181817,3.42893985482651,,44.680851063829785,3.902391464414099,,51.77304964539006
4ydq.B.pdb,1.755398313703104,,93.50104821802935,1.480501910226153,,94.12997903563941,2.5234458942887232,,42.55765199161425,2.2828198762234484,,43.60587002096436
5bmy.A.pdb,1.9024072755895383,,92.2279792746114,0.9776409491483805,,94.30051813471503,1.9527031788879214,,32.38341968911917,1.94254494361006,,32.90155440414508
5ec5.P.pdb,3.2405015185884984,,57.63888888888889,2.6038253559364932,,59.722222222222214,3.448763573322622,,46.18055555555556,2.6669446287758647,,44.09722222222222
5f5r.B.pdb,1.7853894621734452,,81.44796380090497,2.323954704792286,,87.78280542986425,2.4659318570220212,,39.51219512195122,2.471916547311967,,32.19512195121951
5fhc.J.pdb,2.4376923021420804,,88.65979381443299,,,0.0,1.9270844804773706,,42.2680412371134,,,0.0
7ahl.E.pdb,3.798249864100292,,69.17808219178082,3.7980726794331208,,71.91780821917808,3.685780311468739,,49.8220640569395,3.7820328519118886,,52.313167259786475
6z4u.A.pdb,4.131498827587962,,21.686746987951807,3.3224145540796033,,37.34939759036144,1.5588379377270332,,44.73684210526316,2.3084966114962264,,57.894736842105274
