name,Apo_Our_RMSD,Apo_Our_TM,Apo_Our_SS_Acc,Apo_Base_RMSD,Apo_Base_TM,Apo_Base_SS_Acc,Holo_Our_RMSD,Holo_Our_TM,Holo_Our_SS_Acc,Holo_Base_RMSD,Holo_Base_TM,Holo_Base_SS_Acc
1igp.A.pdb,1.0335863693337375,,97.67441860465115,1.0193740243290008,,93.02325581395348,0.9466389958795741,,98.9247311827957,1.0909449902144412,,94.6236559139785
1jfj.A.pdb,2.2312268720436177,,85.39325842696628,2.497348760567141,,82.02247191011236,2.9394293139443852,,86.51685393258427,2.792911948304028,,83.14606741573034
1k2h.A.pdb,3.4124451704060834,,88.33333333333333,3.6886646428741656,,88.33333333333333,1.8001272343863235,,90.76923076923077,1.9187063793685624,,89.23076923076924
1lip.A.pdb,1.8390176573777413,,95.91836734693877,2.0581354760891113,,93.87755102040816,2.532727948991052,,94.0,2.566997687133646,,92.0
1mut.A.pdb,3.337517719755658,,97.77777777777777,3.3814316095885775,,91.11111111111111,3.3945545852367425,,100.0,3.284574087512656,,100.0
1mx7.A.pdb,1.706287188714109,,95.52238805970148,1.5963656715091472,,91.04477611940298,1.5484777773036462,,95.71428571428572,1.4789682244363531,,81.42857142857143
1ntr.A.pdb,3.229015503453132,,98.36065573770492,2.952910201963589,,98.36065573770492,2.5010542199301393,,98.63013698630137,2.424115736167126,,97.26027397260275
1o1u.A.pdb,1.941221499272717,,93.58974358974359,2.14362827551327,,94.87179487179486,1.741130851080433,,91.11111111111111,1.6289762920908044,,87.77777777777777
1pdb.A.pdb,0.7435589711071117,,93.0,0.9463861198056036,,93.0,1.3929634187523947,,90.0990099009901,1.2877780898998599,,92.07920792079209
1tfu.A.pdb,0.9288998489402174,,100.0,1.4012134183873837,,100.0,0.6137763893205453,,100.0,1.038824789604616,,100.0
1tjd.A.pdb,2.1517682408709735,,96.89922480620154,2.7875266037810746,,93.7984496124031,2.4243796199025534,,95.48872180451127,2.985036643124828,,93.23308270676691
1xsa.A.pdb,2.1546478784187317,,98.80952380952381,2.106097693837183,,94.04761904761905,1.9561340227576758,,100.0,2.118923654428131,,94.87179487179486
1z15.A.pdb,3.966616255821253,,95.59471365638767,3.9273132220365086,,98.6784140969163,0.8522642563961047,,96.0352422907489,0.6511368827993917,,98.6784140969163
2cjo.A.pdb,1.522991384734821,,75.60975609756098,1.5648816758562232,,75.60975609756098,3.2313479294513994,,87.5,3.3033280321830243,,87.5
2d9e.A.pdb,1.403176621029098,,96.0,1.2836041787397559,,97.33333333333334,1.3854520706100637,,92.10526315789474,1.5208894728808373,,94.73684210526315
2f63.A.pdb,2.266821728041792,,97.36842105263158,1.998339101455834,,98.68421052631578,1.1785393692962567,,91.57894736842105,1.5495847948600443,,92.63157894736842
2fhm.A.pdb,1.4306487016477751,,94.91525423728814,1.2967944002246792,,96.61016949152543,0.82618820243759,,94.91525423728814,0.8695329649230056,,96.61016949152543
2in2.A.pdb,1.7373307939099656,,86.99186991869918,2.0054162061140715,,81.30081300813008,1.376130092344063,,88.88888888888889,1.7304374142571428,,81.74603174603175
2ju3.A.pdb,2.4608085959192287,,96.55172413793103,2.3325150884993495,,96.55172413793103,2.0137186629365504,,94.3820224719101,1.7910532243949828,,94.3820224719101
2jww.A.pdb,2.4401667160108618,,86.15384615384616,2.4518928356617433,,84.61538461538461,0.7676653525702425,,98.55072463768117,0.8573108880592459,,92.7536231884058
2k43.A.pdb,2.42657053657528,,83.33333333333334,2.2856926602938614,,80.3030303030303,2.5898979283155703,,82.6923076923077,2.607006219882839,,82.6923076923077
2l50.A.pdb,3.5282651013071287,,94.91525423728814,3.79430677059376,,94.91525423728814,3.3793104773194775,,91.52542372881356,3.535307887254204,,96.61016949152543
2l68.A.pdb,1.3571853361739432,,94.9367088607595,1.3507657073020785,,79.74683544303798,1.2708337693833636,,96.34146341463415,1.3393392436774971,,79.26829268292683
2lao.A.pdb,1.9314817743778072,,93.24324324324324,1.6114098507207621,,90.54054054054053,0.939486406825324,,93.61702127659575,0.6017617703450999,,93.61702127659575
2lhs.A.pdb,1.3845713037531153,,90.78947368421053,1.410788035905557,,90.78947368421053,0.5700137243448854,,87.5,0.6425487281106477,,86.45833333333334
2nln.A.pdb,3.499453044360229,,83.07692307692308,3.4339092883718676,,73.84615384615385,0.8065608894475841,,100.0,1.062832756514784,,84.84848484848484
2p3m.A.pdb,2.266604653967934,,80.0,2.1913171574928123,,85.0,1.4059326430919554,,91.02564102564102,1.332935777461374,,96.15384615384616
2uz5.A.pdb,2.2730903496676325,,91.17647058823529,2.401647508998141,,94.11764705882352,1.6861329223096178,,91.8918918918919,1.6933450996079265,,94.5945945945946
4ake.B.pdb,1.1167708388572095,,98.58156028368793,3.103508797780397,,88.65248226950354,3.594900010269699,,97.79411764705883,0.7146768390579096,,91.91176470588235
1ija.A.pdb,1.8888559837337418,,98.36065573770492,2.3803674982234018,,100.0,2.593103350167708,,93.44262295081968,2.1502393021573756,,93.44262295081968
1jm4.B.pdb,2.142337705544539,,92.64705882352942,2.2574493049311863,,95.58823529411765,1.7074719688957838,,96.92307692307692,1.6825772142716717,,98.46153846153847
1mo7.A.pdb,2.7554219399371216,,95.0,2.9243623670224355,,88.75,3.4194362890608843,,97.1830985915493,3.3168299920349624,,94.36619718309859
1skt.A.pdb,3.366379014738561,,93.54838709677419,2.2379923202024883,,79.03225806451613,2.28050111129481,,94.82758620689656,3.2724928613773447,,82.75862068965517
1sym.B.pdb,2.9800278901092727,,89.83050847457628,3.4550559876894047,,89.83050847457628,1.8084660261188723,,100.0,2.127966795405741,,90.9090909090909
1w4u.A.pdb,2.4531171000735283,,95.77464788732394,2.3853303239684505,,95.77464788732394,2.1828749923781223,,97.1830985915493,2.2150021887771985,,98.59154929577466
2kxl.A.pdb,3.1733278262943765,,97.6470588235294,3.0521481880075174,,91.76470588235294,1.7010781887339688,,93.10344827586206,2.075770880608297,,86.20689655172413
2lkc.A.pdb,3.0931695757645397,,89.87341772151899,2.9978745204660857,,97.46835443037975,2.9165482835141416,,90.0,2.7728237826267526,,92.85714285714286
1lmz.A.pdb,2.004019231005654,,93.45794392523365,2.2009267302408406,,95.32710280373831,1.951074473256607,,96.26168224299066,1.830201004533062,,98.13084112149532
2cg7.A.pdb,2.52476422629812,,88.67924528301887,2.6570617947829467,,75.47169811320755,2.715356371991536,,88.67924528301887,2.93464333209518,,75.47169811320755
1urp.D.pdb,3.006712087719593,,98.31460674157303,3.104886671409402,,94.3820224719101,0.7187471003373026,,97.81420765027322,0.6781369445918223,,93.44262295081968
1orm.A.pdb,4.472017793621342,,100.0,4.521831901957227,,100.0,0.768744768442275,,94.21487603305785,1.3665068767769077,,85.12396694214877
1pfl.A.pdb,1.8146001561053449,,95.23809523809523,1.8098522922121396,,90.47619047619048,0.9305079673521031,,98.78048780487805,1.1387704015384068,,93.90243902439023
1fsf.A.pdb,1.327289481854597,,95.27027027027027,1.1627798537616048,,96.62162162162163,1.5205642846345868,,96.07843137254902,0.7345428634771994,,96.73202614379085
1akz.A.pdb,0.6729060696337035,,97.43589743589743,0.7873492731843649,,95.72649572649573,1.3073273290040843,,97.36842105263158,1.3304307112155451,,95.6140350877193
2ai6.A.pdb,2.9094727826558286,,80.26315789473685,3.108042744978111,,73.68421052631578,2.758297556847601,,84.50704225352112,2.9766101066073016,,74.64788732394366
1vr6.A.pdb,1.5426302292099396,,92.41706161137441,2.3505862408588896,,73.45971563981043,1.5587661115401414,,43.15789473684211,1.867619089390655,,35.26315789473684
1y3q.A.pdb,2.594081520361985,,92.22972972972973,3.65325915103963,,95.94594594594594,3.1671632719955802,,91.49659863945578,1.3026784168734973,,95.91836734693877
1gud.A.pdb,2.671014818829128,,31.25,2.173542159398627,,92.70833333333334,1.4200855818234697,,31.313131313131315,1.4814599840355223,,91.41414141414141
1ex6.B.pdb,2.6221369750610206,,98.30508474576271,2.7955705173804386,,93.22033898305084,1.434414878087727,,97.5609756097561,1.3636478889201513,,91.869918699187
1wd7.B.pdb,3.7678654109517997,,91.9753086419753,3.8457067644320126,,90.74074074074075,1.5882686922973868,,84.0909090909091,2.0353117139791266,,75.0
1w0j.E.pdb,1.8902455812659402,,96.5909090909091,2.602985152576166,,73.86363636363636,2.430642301175589,,96.16858237547893,3.630295493192524,,75.47892720306514
1rf5.A.pdb,2.6450292895152896,,90.80459770114942,1.8871659924961883,,92.33716475095785,1.4246896195983392,,93.46153846153847,0.9607318172834621,,93.46153846153847
1s2o.A.pdb,1.8988624635800402,,96.15384615384616,3.0638551511691694,,94.87179487179486,0.9019148079652232,,96.22641509433963,0.6376905672280813,,94.9685534591195
1k5h.A.pdb,2.692114285318519,,94.94163424124513,2.447888914914987,,93.3852140077821,1.120557416698736,,98.06201550387597,1.1337708410329006,,96.12403100775194
1zol.A.pdb,1.2559754281380953,,93.5251798561151,1.8839464354954543,,94.24460431654677,2.2440331970044367,,96.94656488549617,1.0564176581698819,,96.18320610687023
1viy.C.pdb,1.9921199688606526,,98.6013986013986,1.9516799948756631,,86.7132867132867,2.0508806267860025,,97.93103448275862,2.0940721937516957,,87.58620689655172
1za1.A.pdb,1.5235194564522052,,94.18604651162791,1.6803048530427551,,92.44186046511628,1.4811493398270419,,98.75,1.7345229167070781,,96.25
1jej.A.pdb,3.541753715225956,,71.7948717948718,1.9590140923425505,,92.82051282051282,3.9601976032899944,,68.96551724137932,1.8848505194082723,,93.59605911330048
1hoo.B.pdb,1.7233792582980982,,96.69421487603306,1.6329582380376668,,90.08264462809917,1.0082604971109272,,98.046875,1.2056257145339786,,87.5
1e5l.A.pdb,1.9721001789231087,,94.96402877697841,1.9276768409518785,,91.36690647482014,1.212480736083164,,96.79715302491103,1.7794620089571231,,92.52669039145907
1hw1.B.pdb,0.788624459385986,,92.77777777777779,2.457396032195825,,88.33333333333333,1.6194980689667895,,97.57575757575758,1.902688019210352,,93.93939393939394
1l0w.B.pdb,1.883301526675975,,96.65653495440729,3.0806131462285054,,82.37082066869301,1.512435094215172,,94.61077844311377,2.7295382946790903,,82.33532934131736
1otj.D.pdb,1.79646074588049,,96.64429530201343,1.5806489113787745,,93.95973154362416,1.045616079487095,,81.20805369127517,1.126433869463786,,77.85234899328859
1evk.A.pdb,1.2358620207554314,,98.02371541501977,1.3077026453452325,,98.41897233201581,1.1934743245422084,,97.70992366412213,1.4200063871461615,,98.09160305343512
1g6w.D.pdb,1.4383304459983202,,95.48022598870057,2.2053091621163943,,89.26553672316385,0.9614082313811407,,67.26190476190477,1.9645626054612966,,68.45238095238095
1njg.B.pdb,0.9295819879349763,,95.86206896551724,1.403202350900575,,95.17241379310344,0.8135195044821587,,95.91836734693877,1.0936460313500662,,93.87755102040816
1rka.A.pdb,0.8997467685802597,,96.35416666666666,1.2432098684034545,,93.22916666666666,1.2190453610506131,,96.875,1.7292928934057854,,93.22916666666666
1k6w.A.pdb,1.8334145290051014,,96.41434262948208,1.6141169448082262,,94.02390438247012,1.6110859644485764,,96.82539682539682,1.3640802222953679,,94.44444444444444
1yl5.B.pdb,1.339454525651348,,99.33333333333333,1.8026515011158533,,97.33333333333334,1.1207998683628717,,77.33333333333333,1.5791931953811715,,76.66666666666667
6oy9.B.pdb,1.4506892416469868,,87.74193548387098,1.9705190142273525,,79.35483870967742,1.816925127654216,,86.02150537634408,2.1008718617864433,,75.26881720430107
1a6d.A.pdb,1.5044690107628094,,94.81268011527378,3.2095213906087583,,80.11527377521614,1.4351677261248958,,95.50561797752809,3.265546324156015,,80.6179775280899
2rcs.H.pdb,1.9538753287821218,,91.7910447761194,3.2673070233962807,,91.04477611940298,2.1703272680910115,,95.16129032258065,2.95665725678336,,93.54838709677419
1aw2.A.pdb,0.5457269173613409,,98.125,1.1355920392054888,,96.25,0.9953112038065898,,98.78048780487805,0.9297975852740047,,93.29268292682927
1rkm.A.pdb,1.374295622114847,,97.97297297297297,1.8905799770101608,,95.94594594594594,2.433511161726483,,97.94520547945206,1.808044965267587,,96.23287671232876
7azp.A.pdb,3.667264840523889,,96.96132596685084,3.9317149353458816,,79.8342541436464,3.524026601795812,,88.12154696132598,4.757379832404659,,75.69060773480662
4lp5.A.pdb,2.5122574330462344,,90.78947368421053,2.7430157209588684,,68.42105263157895,2.591020975160877,,75.0,2.661815755299736,,61.8421052631579
1cfc.A.pdb,3.8313228086463798,,87.09677419354838,3.0799441412374367,,90.32258064516128,1.9952804686213816,,91.39784946236558,2.179327304911826,,95.6989247311828
2kq2.A.pdb,3.9722843478518994,,93.5064935064935,4.041705311890042,,87.01298701298701,3.739879062336606,,96.0,3.6999202180630384,,90.0
1dmo.A.pdb,3.394123570520269,,84.26966292134831,3.307164559132958,,88.76404494382022,2.0698554264182487,,54.166666666666664,2.1762725585669305,,55.208333333333336
